product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,revenue_inr,price_per_100g,weight_bucket,is_perishable,is_impulse_category,has_offer,is_small,impulse_score,basket_type,impulse_premium_pct,city_impulse_index
1819,parle classic snacks 87,snacks,parle,276.42,5,262.6,2.7,358,43,lucknow,sellerb,128,13,38.6,False,pouch,750,314,25,0,2024-05-22,2025-04-01,flatdiscount,delayed,3413.8,35.013333333333335,bulk,0,1,1,0,0.45,Mixed,-32.118150810885666,0.9899610382622132
1820,harpic classic household 621,household,harpic,216.55,0,216.55,4.2,229,36,mumbai,urbanseller,101,172,16.4,False,can,300,1336,20,46,2024-12-18,2028-08-15,buy1get1,on-time,37246.6,72.18333333333334,mid,0,0,1,0,0.2,Planned,-59.83181060270047,0.9848090911450436
1821,amul lite dairy 881,dairy,amul,235.78,5,223.99,4.7,375,15,hyderabad,dailyneeds,124,56,19.0,False,packet,1000,11,24,26,2025-08-31,2025-09-11,flatdiscount,on-time,12543.44,22.399,bulk,1,1,1,0,0.7,Impulse,-17.79051467219408,1.0021408233089992
1822,lay's fresh snacks 492,snacks,lay's,251.5,15,213.78,3.8,424,30,lucknow,urbanseller,109,393,10.2,True,jar,750,142,21,86,2025-02-09,2025-07-01,cashback,on-time,84015.54,28.504,bulk,0,1,1,0,0.45,Mixed,-44.73807418260144,0.9899610382622132
1823,pepsi lite beverages 492,beverages,pepsi,198.47,15,168.7,4.5,284,36,ahmedabad,localmart,120,199,26.5,True,can,300,319,24,51,2025-08-17,2026-07-02,no offer,delayed,33571.299999999996,56.23333333333333,mid,0,1,0,0,0.25,Planned,43.71438976423146,1.0225348626452144
1824,himalaya original personal 613,personal care,himalaya,561.05,15,476.89,3.5,377,34,jaipur,urbanseller,142,66,36.1,True,packet,400,1554,28,15,2025-06-16,2029-09-17,no offer,on-time,31474.739999999998,119.2225,mid,0,0,0,0,0.0,Planned,-6.52497411676886,1.0232433225584974
1825,fortune daily grocery 399,grocery,fortune,214.47,0,214.47,4.8,413,40,ahmedabad,dailyneeds,115,157,10.4,False,can,1000,569,23,41,2024-08-26,2026-03-18,no offer,delayed,33671.79,21.447,bulk,0,0,0,0,0.0,Planned,-74.28292604826552,1.0225348626452144
1826,p&g daily personal 80,personal care,p&g,88.0,10,79.2,4.5,145,26,pune,sellera,133,119,15.1,False,box,1000,1494,26,32,2025-06-15,2029-07-18,no offer,on-time,9424.800000000001,7.92,bulk,0,0,0,0,0.0,Planned,-93.79041535787968,0.9761729157615873
1827,minute maid lite beverages 409,beverages,minute maid,341.74,30,239.22,4.5,485,37,mumbai,localmart,133,334,10.2,True,box,1500,309,26,77,2023-12-07,2024-10-11,no offer,delayed,79899.48,15.948,bulk,0,1,0,0,0.25,Planned,-59.242019775460044,0.9848090911450436
1828,amul original dairy 318,dairy,amul,238.64,10,214.78,4.1,252,36,jaipur,urbanseller,119,278,29.2,False,can,1000,18,23,66,2025-08-12,2025-08-30,no offer,on-time,59708.840000000004,21.478,bulk,1,1,0,0,0.5,Mixed,-21.170796648483613,1.0232433225584974
1829,parle original snacks 653,snacks,parle,82.88,25,62.16,3.8,128,16,delhi,sellera,100,59,33.2,False,box,100,92,20,18,2025-08-17,2025-11-17,flatdiscount,on-time,3667.4399999999996,62.16,small,0,1,1,1,0.75,Impulse,20.512254729493907,1.014797842636215
1830,gowardhan organic dairy 225,dairy,gowardhan,69.63,15,59.19,4.3,394,32,delhi,dailyneeds,122,192,10.3,False,bottle,500,12,24,46,2024-06-16,2024-06-28,cashback,on-time,11364.48,11.838,mid,1,1,1,0,0.7,Impulse,-56.55181537967917,1.014797842636215
1831,parle premium snacks 443,snacks,parle,248.84,5,236.4,3.1,217,16,delhi,sellera,129,69,7.6,False,pouch,250,193,25,15,2024-04-21,2024-10-31,cashback,on-time,16311.6,94.56,small,0,1,1,1,0.75,Impulse,83.32752263868959,1.014797842636215
1832,freshfarm organic fruits 768,fruits & vegetables,freshfarm,26.8,0,26.8,3.6,276,40,ahmedabad,quickstores,79,338,29.0,False,pouch,500,10,15,58,2025-10-03,2025-10-13,no offer,delayed,9058.4,5.36,mid,1,1,0,0,0.5,Mixed,-91.59514030358267,1.0225348626452144
1833,dettol lite household 729,household,dettol,167.99,25,125.99,4.8,207,20,chennai,dailyneeds,115,38,25.6,False,box,100,1144,23,37,2025-05-05,2028-06-22,cashback,on-time,4787.62,125.99,small,0,0,1,1,0.5,Mixed,-29.889768891723385,1.0102290037834531
1834,dove organic personal 431,personal care,dove,228.53,15,194.25,4.6,74,19,pune,quickstores,117,296,13.4,False,jar,750,1489,23,67,2025-04-29,2029-05-27,flatdiscount,on-time,57498.0,25.9,bulk,0,0,1,0,0.2,Planned,-79.69340375872267,0.9761729157615873
1835,britannia fresh snacks 855,snacks,britannia,215.02,10,193.52,4.4,207,38,lucknow,urbanseller,126,567,24.3,False,jar,750,141,25,100,2024-12-27,2025-05-17,cashback,on-time,109725.84000000001,25.802666666666667,bulk,0,1,1,0,0.45,Mixed,-49.97526483215002,0.9899610382622132
1836,dailygreens daily fruits 296,fruits & vegetables,dailygreens,384.44,10,346.0,4.0,82,30,delhi,urbanseller,130,405,25.3,False,can,1000,3,26,74,2025-03-31,2025-04-03,cashback,on-time,140130.0,34.6,bulk,1,1,1,0,0.7,Impulse,-45.74474897461942,1.014797842636215
1837,tropicana fresh beverages 722,beverages,tropicana,228.21,5,216.8,4.7,454,12,pune,quickstores,88,48,5.7,False,can,500,533,17,25,2025-04-28,2026-10-13,no offer,on-time,10406.400000000001,43.36,mid,0,1,0,0,0.25,Planned,10.814272795087318,0.9761729157615873
1838,dettol premium household 419,household,dettol,283.14,15,240.67,4.2,367,20,delhi,localmart,99,166,7.5,False,packet,250,381,19,50,2023-12-19,2025-01-03,no offer,on-time,39951.22,96.268,small,0,0,0,1,0.3,Planned,-46.429306069278724,1.014797842636215
1839,parle family pack snacks 507,snacks,parle,298.28,20,238.62,5.0,219,27,ahmedabad,sellerb,125,76,5.3,False,box,500,62,25,34,2024-07-01,2024-09-01,flatdiscount,on-time,18135.12,47.724000000000004,mid,0,1,1,0,0.45,Mixed,-7.475436861158817,1.0225348626452144
1840,freshfarm daily fruits 622,fruits & vegetables,freshfarm,315.18,0,315.18,5.0,176,27,mumbai,quickstores,64,96,9.7,True,box,500,3,12,40,2025-08-31,2025-09-03,no offer,on-time,30257.28,63.036,mid,1,1,0,0,0.5,Mixed,-1.15508660011878,0.9848090911450436
1841,harpic daily household 282,household,harpic,680.47,10,612.42,4.3,198,20,bengaluru,dailyneeds,102,162,33.1,False,bottle,1000,1635,20,34,2024-09-30,2029-03-23,no offer,on-time,99212.04,61.242,bulk,0,0,0,0,0.0,Planned,-65.92038436754444,0.9849458155674083
1842,tata original grocery 294,grocery,tata,155.26,10,139.73,3.5,410,23,chennai,localmart,89,134,32.8,False,packet,500,369,17,41,2025-02-10,2026-02-14,cashback,on-time,18723.82,27.945999999999998,mid,0,0,1,0,0.2,Planned,-66.48998234460898,1.0102290037834531
1843,dailygreens original fruits 875,fruits & vegetables,dailygreens,92.75,15,78.84,5.0,260,21,chennai,sellera,127,484,29.0,False,packet,250,11,25,100,2024-05-12,2024-05-23,flatdiscount,on-time,38158.560000000005,31.536,small,1,1,1,1,1.0,Impulse,-50.549318024959476,1.0102290037834531
1844,dove daily personal 132,personal care,dove,333.01,15,283.06,4.4,152,25,hyderabad,sellera,136,564,29.5,True,can,300,1028,27,100,2024-02-01,2026-11-25,no offer,on-time,159645.84,94.35333333333334,mid,0,0,0,0,0.0,Planned,-26.023357373797147,1.0021408233089992
1845,dettol daily household 370,household,dettol,996.98,0,996.98,3.9,266,29,kolkata,urbanseller,104,265,25.5,False,bottle,1000,746,20,58,2025-05-06,2027-05-22,cashback,on-time,264199.7,99.69800000000001,bulk,0,0,1,0,0.2,Planned,-44.52059829325373,0.9926416683821241
1846,itc family pack snacks 306,snacks,itc,283.92,10,255.53,4.2,555,29,mumbai,sellerb,140,92,15.8,False,packet,500,276,28,46,2024-04-15,2025-01-16,buy1get1,on-time,23508.76,51.106,mid,0,1,1,0,0.45,Mixed,-0.9186085874273475,0.9848090911450436
1847,fortune lite grocery 79,grocery,fortune,93.95,20,75.16,4.1,310,20,pune,localmart,77,171,17.6,False,packet,250,194,15,49,2025-06-22,2026-01-02,flatdiscount,on-time,12852.359999999999,30.064,small,0,0,1,1,0.5,Mixed,-63.95029088987061,0.9761729157615873
1848,parle lite snacks 296,snacks,parle,147.22,10,132.5,3.9,184,30,kolkata,localmart,125,355,25.5,True,packet,1000,90,25,82,2024-09-10,2024-12-09,no offer,on-time,47037.5,13.25,bulk,0,1,0,0,0.25,Planned,-74.31165741367771,0.9926416683821241
1849,pepsi lite beverages 501,beverages,pepsi,86.43,0,86.43,4.7,150,35,mumbai,sellerb,142,63,8.9,False,bottle,1500,374,28,41,2025-04-23,2026-05-02,freedelivery,on-time,5445.09,5.7620000000000005,bulk,0,1,1,0,0.45,Mixed,-85.27417343530229,0.9848090911450436
1850,p&g organic personal 715,personal care,p&g,555.59,30,388.91,4.7,180,20,delhi,sellerb,108,190,9.5,False,packet,400,1115,21,60,2023-12-14,2027-01-02,cashback,on-time,73892.90000000001,97.2275,mid,0,0,1,0,0.2,Planned,-23.7699001525563,1.014797842636215
1851,pepsi classic beverages 302,beverages,pepsi,51.78,10,46.6,3.8,251,27,bengaluru,dailyneeds,112,69,5.4,False,packet,1000,184,22,11,2025-07-09,2026-01-09,flatdiscount,on-time,3215.4,4.66,bulk,0,1,1,0,0.45,Mixed,-88.09053249019586,0.9849458155674083
1852,dove premium personal 816,personal care,dove,264.94,5,251.69,4.0,73,28,pune,sellerb,133,130,10.7,False,jar,400,874,26,31,2025-01-16,2027-06-09,cashback,on-time,32719.7,62.9225,mid,0,0,1,0,0.2,Planned,-50.666339691437344,0.9761729157615873
1853,tata original grocery 730,grocery,tata,398.68,0,398.68,4.3,340,23,ahmedabad,dailyneeds,73,213,39.3,True,box,100,597,14,37,2024-03-26,2025-11-13,flatdiscount,on-time,84918.84,398.68,small,0,0,1,1,0.5,Mixed,378.05674654159077,1.0225348626452144
1854,bakehouse original bakery 449,bakery,bakehouse,79.67,5,75.69,5.0,206,20,chennai,sellera,139,273,25.7,False,can,200,8,27,63,2024-03-20,2024-03-28,flatdiscount,on-time,20663.37,37.845,small,1,1,1,1,1.0,Impulse,-55.83181048043223,1.0102290037834531
1855,gowardhan fresh dairy 889,dairy,gowardhan,176.91,0,176.91,5.0,353,34,bengaluru,sellerb,78,316,34.6,False,packet,250,17,15,98,2025-01-23,2025-02-09,no offer,on-time,55903.56,70.764,small,1,1,0,1,0.8,Impulse,159.72016695999184,0.9849458155674083
1856,britannia premium bakery 417,bakery,britannia,161.92,25,121.44,3.9,42,41,jaipur,localmart,118,277,14.6,True,packet,400,7,23,59,2025-06-28,2025-07-05,buy1get1,delayed,33638.88,30.36,mid,1,1,1,0,0.7,Impulse,-64.56741356020406,1.0232433225584974
1857,aashirvaad fresh grocery 107,grocery,aashirvaad,178.52,5,169.59,3.2,202,13,pune,quickstores,92,185,33.0,False,pouch,250,566,18,39,2025-04-13,2026-10-31,no offer,on-time,31374.15,67.836,small,0,0,0,1,0.3,Planned,-18.657927514810506,0.9761729157615873
1858,mother dairy organic dairy 703,dairy,mother dairy,65.25,0,65.25,4.7,537,25,delhi,sellerb,121,80,10.8,False,packet,1000,8,24,40,2024-06-27,2024-07-05,flatdiscount,on-time,5220.0,6.525,bulk,1,1,1,0,0.7,Impulse,-76.05174821358393,1.014797842636215
1859,mother dairy organic dairy 467,dairy,mother dairy,199.51,5,189.53,4.0,403,25,ahmedabad,urbanseller,116,170,13.1,True,can,500,14,23,52,2025-01-04,2025-01-18,flatdiscount,on-time,32220.1,37.906,mid,1,1,1,0,0.7,Impulse,39.12374440090231,1.0225348626452144
1860,fortune original grocery 507,grocery,fortune,131.69,15,111.94,5.0,194,30,mumbai,sellera,136,74,25.5,True,bottle,300,467,27,55,2024-11-15,2026-02-25,no offer,on-time,8283.56,37.31333333333333,mid,0,0,0,0,0.0,Planned,-55.25762331705823,0.9848090911450436
1861,pepsi premium beverages 150,beverages,pepsi,116.32,10,104.69,4.3,156,42,lucknow,urbanseller,107,268,19.2,False,bottle,200,484,21,59,2025-05-13,2026-09-09,buy1get1,delayed,28056.92,52.345,small,0,1,1,1,0.75,Impulse,33.777055107445705,0.9899610382622132
1862,patanjali classic grocery 791,grocery,patanjali,50.09,20,40.07,3.2,450,27,hyderabad,sellerb,100,67,32.1,False,can,200,670,20,0,2024-07-05,2026-05-06,buy1get1,on-time,2684.69,20.035,small,0,0,1,1,0.5,Mixed,-75.97605368475779,1.0021408233089992
1863,bakehouse organic bakery 713,bakery,bakehouse,343.74,5,326.55,4.8,129,24,hyderabad,dailyneeds,75,19,31.1,True,box,250,3,15,27,2024-07-17,2024-07-20,flatdiscount,on-time,6204.45,130.62,small,1,1,1,1,1.0,Impulse,52.4441515403869,1.0021408233089992
1864,gowardhan premium dairy 517,dairy,gowardhan,175.72,25,131.79,4.5,84,19,hyderabad,sellerb,99,362,5.2,True,jar,750,10,19,83,2024-04-29,2024-05-09,no offer,on-time,47707.979999999996,17.572,bulk,1,1,0,0,0.5,Mixed,-35.50671564890372,1.0021408233089992
1865,p&g classic personal 953,personal care,p&g,430.54,0,430.54,4.4,333,34,jaipur,sellera,108,237,30.6,False,box,400,1109,21,79,2024-12-31,2028-01-14,flatdiscount,on-time,102037.98000000001,107.635,mid,0,0,1,0,0.2,Planned,-15.610019828961944,1.0232433225584974
1866,dailygreens daily fruits 448,fruits & vegetables,dailygreens,46.79,10,42.11,4.4,232,37,jaipur,sellerb,105,376,30.8,True,bottle,1000,10,21,80,2025-09-27,2025-10-07,cashback,delayed,15833.36,4.211,bulk,1,1,1,0,0.7,Impulse,-93.39685369746019,1.0232433225584974
1867,freshfarm lite fruits 296,fruits & vegetables,freshfarm,17.16,5,16.3,4.3,266,19,chennai,dailyneeds,77,33,32.2,False,packet,1000,11,15,23,2024-06-08,2024-06-19,cashback,on-time,537.9,1.6300000000000001,bulk,1,1,1,0,0.7,Impulse,-97.44404453261934,1.0102290037834531
1868,britannia family pack bakery 150,bakery,britannia,163.68,0,163.68,3.2,239,43,lucknow,localmart,122,8,14.4,True,bottle,250,5,24,0,2025-09-30,2025-10-05,flatdiscount,delayed,1309.44,65.47200000000001,small,1,1,1,1,1.0,Impulse,-23.588857068961786,0.9899610382622132
1869,lizol classic household 359,household,lizol,567.32,20,453.86,3.7,124,20,hyderabad,dailyneeds,74,94,15.5,False,jar,300,366,14,61,2024-08-26,2025-08-27,freedelivery,on-time,42662.840000000004,151.28666666666666,mid,0,0,1,0,0.2,Planned,-15.812817179134786,1.0021408233089992
1870,modern classic bakery 750,bakery,modern,454.24,0,454.24,4.0,235,33,bengaluru,urbanseller,128,276,6.1,False,box,300,3,25,74,2025-07-04,2025-07-07,no offer,on-time,125370.24,151.41333333333333,mid,1,1,0,0,0.5,Mixed,76.71166078626382,0.9849458155674083
1871,freshfarm lite fruits 318,fruits & vegetables,freshfarm,62.14,10,55.93,4.8,217,29,delhi,quickstores,108,37,36.9,False,can,2000,10,21,30,2023-11-19,2023-11-29,no offer,on-time,2069.41,2.7965,bulk,1,1,0,0,0.5,Mixed,-95.61488989906137,1.014797842636215
1872,parle premium snacks 334,snacks,parle,15.28,5,14.52,3.9,298,36,kolkata,dailyneeds,106,208,22.7,False,packet,300,100,21,55,2024-10-14,2025-01-22,flatdiscount,on-time,3020.16,4.84,mid,0,1,1,0,0.45,Mixed,-90.61648467035471,0.9926416683821241
1873,coca-cola original beverages 544,beverages,coca-cola,121.64,5,115.56,3.5,504,23,delhi,dailyneeds,118,248,32.3,False,pouch,200,225,23,47,2023-12-18,2024-07-30,no offer,delayed,28658.88,57.78,small,0,1,0,1,0.55,Mixed,47.66717440267863,1.014797842636215
1874,coca-cola classic beverages 606,beverages,coca-cola,258.16,25,193.62,4.6,273,34,bengaluru,sellerb,128,157,9.6,False,pouch,1500,188,25,53,2023-11-17,2024-05-23,no offer,on-time,30398.34,12.908,bulk,0,1,0,0,0.25,Planned,-67.0112861337872,0.9849458155674083
1875,freshfarm family pack fruits 392,fruits & vegetables,freshfarm,332.41,0,332.41,3.9,335,34,ahmedabad,localmart,124,33,34.1,False,can,1000,7,24,13,2025-06-14,2025-06-21,flatdiscount,on-time,10969.53,33.241,bulk,1,1,1,0,0.7,Impulse,-47.875757244662545,1.0225348626452144
1876,aavin original dairy 939,dairy,aavin,75.89,5,72.1,4.0,105,44,mumbai,dailyneeds,76,227,7.8,False,box,1000,18,15,45,2025-04-09,2025-04-27,buy1get1,on-time,16366.699999999999,7.209999999999999,bulk,1,1,1,0,0.7,Impulse,-73.5376405547801,0.9848090911450436
1877,tata lite grocery 128,grocery,tata,309.18,20,247.34,3.6,286,24,kolkata,urbanseller,146,219,6.4,False,packet,300,276,29,60,2024-12-18,2025-09-20,no offer,on-time,54167.46,82.44666666666667,mid,0,0,0,0,0.0,Planned,-1.1382932932033551,0.9926416683821241
1878,modern daily bakery 509,bakery,modern,242.95,20,194.36,4.2,192,34,hyderabad,sellera,94,271,33.6,False,bottle,1000,10,18,74,2025-03-30,2025-04-09,no offer,on-time,52671.560000000005,19.436,bulk,1,1,0,0,0.5,Mixed,-77.31660902358782,1.0021408233089992
1879,parle lite snacks 593,snacks,parle,167.71,15,142.55,3.2,168,29,delhi,sellera,121,104,16.3,True,packet,200,278,24,19,2025-03-16,2025-12-19,no offer,delayed,14825.2,71.275,small,0,1,0,1,0.55,Mixed,38.18389568604697,1.014797842636215
1880,coca-cola lite beverages 277,beverages,coca-cola,300.42,5,285.4,3.8,471,30,kolkata,dailyneeds,125,416,12.5,False,pouch,1000,404,25,100,2025-04-19,2026-05-28,no offer,on-time,118726.4,28.54,bulk,0,1,0,0,0.25,Planned,-27.06090070175756,0.9926416683821241
1881,aavin premium dairy 298,dairy,aavin,139.63,20,111.7,4.0,556,28,bengaluru,localmart,105,104,8.2,False,can,750,23,21,13,2024-06-14,2024-07-07,no offer,on-time,11616.800000000001,14.893333333333334,bulk,1,1,0,0,0.5,Mixed,-45.338038834377,0.9849458155674083
1882,parle original snacks 543,snacks,parle,279.71,10,251.74,4.3,465,14,pune,urbanseller,97,259,7.0,False,bottle,500,235,19,52,2024-02-13,2024-10-05,no offer,on-time,65200.66,50.348,mid,0,1,0,0,0.25,Planned,-2.388175657648659,0.9761729157615873
1883,minute maid classic beverages 694,beverages,minute maid,219.09,10,197.18,4.6,540,23,pune,dailyneeds,146,194,33.5,False,pouch,300,451,29,67,2024-05-07,2025-08-01,no offer,on-time,38252.92,65.72666666666667,mid,0,1,0,0,0.25,Planned,67.97630926918296,0.9761729157615873
1884,freshfarm organic fruits 416,fruits & vegetables,freshfarm,132.04,5,125.44,4.5,72,31,mumbai,sellerb,137,17,6.6,False,box,250,4,27,4,2024-09-13,2024-09-17,no offer,delayed,2132.48,50.176,small,1,1,0,1,0.8,Impulse,-21.320477588164856,0.9848090911450436
1885,parle family pack snacks 662,snacks,parle,14.56,10,13.1,4.3,299,41,lucknow,urbanseller,118,210,36.9,True,jar,750,216,23,66,2024-11-02,2025-06-06,cashback,on-time,2751.0,1.7466666666666666,bulk,0,1,1,0,0.45,Mixed,-96.61366251189109,0.9899610382622132
1886,britannia organic bakery 986,bakery,britannia,425.52,15,361.69,3.9,209,26,delhi,localmart,110,14,22.4,False,jar,200,9,22,17,2025-03-06,2025-03-15,flatdiscount,delayed,5063.66,180.845,small,1,1,1,1,1.0,Impulse,111.06080680846169,1.014797842636215
1887,p&g lite personal 460,personal care,p&g,198.7,30,139.09,4.2,136,30,mumbai,sellera,140,305,8.0,False,bottle,750,1292,28,65,2023-11-26,2027-06-10,no offer,on-time,42422.450000000004,18.545333333333335,bulk,0,0,0,0,0.0,Planned,-85.45974532201151,0.9848090911450436
1888,bakehouse fresh bakery 773,bakery,bakehouse,254.93,0,254.93,4.0,88,19,delhi,urbanseller,145,39,17.6,False,jar,250,12,29,24,2024-04-19,2024-05-01,buy1get1,delayed,9942.27,101.97200000000001,small,1,1,1,1,1.0,Impulse,19.009608183098553,1.014797842636215
1889,fortune premium grocery 471,grocery,fortune,249.08,10,224.17,4.5,396,38,kolkata,sellerb,139,428,7.1,False,box,100,276,27,98,2025-05-07,2026-02-07,no offer,delayed,95944.76,224.17,small,0,0,0,1,0.3,Planned,168.80199877653354,0.9926416683821241
1890,dettol original household 353,household,dettol,720.07,20,576.06,3.9,213,28,lucknow,quickstores,96,16,39.0,True,bottle,400,866,19,7,2024-11-07,2027-03-23,no offer,on-time,9216.96,144.015,mid,0,0,0,0,0.0,Planned,-19.85931476261246,0.9899610382622132
1891,modern daily bakery 768,bakery,modern,268.3,20,214.64,4.7,27,27,mumbai,urbanseller,123,258,15.8,True,box,750,6,24,71,2023-11-05,2023-11-11,flatdiscount,on-time,55377.119999999995,28.618666666666666,bulk,1,1,1,0,0.7,Impulse,-66.59969102574527,0.9848090911450436
1892,aashirvaad family pack grocery 409,grocery,aashirvaad,243.45,20,194.76,3.9,258,41,jaipur,localmart,111,39,23.2,False,packet,100,507,22,12,2024-09-10,2026-01-30,cashback,on-time,7595.639999999999,194.76,small,0,0,1,1,0.5,Mixed,133.53650034222989,1.0232433225584974
1893,p&g premium personal 570,personal care,p&g,449.48,5,427.01,4.5,83,20,hyderabad,sellera,122,57,6.6,True,pouch,300,1016,24,31,2024-11-23,2027-09-05,no offer,on-time,24339.57,142.33666666666667,mid,0,0,0,0,0.0,Planned,11.597421634335053,1.0021408233089992
1894,coca-cola original beverages 297,beverages,coca-cola,295.92,30,207.14,4.4,324,23,hyderabad,urbanseller,103,22,8.7,False,can,300,486,20,25,2024-04-16,2025-08-15,flatdiscount,on-time,4557.08,69.04666666666667,mid,0,1,1,0,0.45,Mixed,76.4611659499876,1.0021408233089992
1895,freshfarm organic fruits 145,fruits & vegetables,freshfarm,20.62,5,19.59,4.7,41,22,lucknow,sellerb,116,437,11.8,False,box,250,7,23,100,2025-08-27,2025-09-03,flatdiscount,on-time,8560.83,7.836,small,1,1,1,1,1.0,Impulse,-87.7125969065063,0.9899610382622132
1896,gowardhan lite dairy 739,dairy,gowardhan,117.26,0,117.26,4.4,114,38,lucknow,urbanseller,88,286,17.4,False,bottle,750,28,17,47,2025-04-09,2025-05-07,flatdiscount,on-time,33536.36,15.634666666666668,bulk,1,1,1,0,0.7,Impulse,-42.61717487662531,0.9899610382622132
1897,britannia fresh snacks 533,snacks,britannia,182.88,30,128.02,4.1,242,14,mumbai,urbanseller,112,253,23.3,False,jar,100,319,22,61,2025-01-15,2025-11-30,buy1get1,on-time,32389.06,128.02,small,0,1,1,1,0.75,Impulse,148.19785795479106,0.9848090911450436
1898,harpic organic household 305,household,harpic,223.31,0,223.31,4.5,611,33,lucknow,sellerb,123,112,23.9,False,can,500,1068,24,50,2023-11-18,2026-10-21,no offer,on-time,25010.72,44.662,mid,0,0,0,0,0.0,Planned,-75.14673274261567,0.9899610382622132
1899,aavin original dairy 827,dairy,aavin,188.48,5,179.06,3.8,479,37,lucknow,urbanseller,138,56,19.5,False,can,750,22,27,23,2025-08-04,2025-08-26,cashback,on-time,10027.36,23.874666666666666,bulk,1,1,1,0,0.7,Impulse,-12.37447836780257,0.9899610382622132
1900,dailygreens organic fruits 384,fruits & vegetables,dailygreens,243.37,5,231.2,4.7,66,25,chennai,localmart,73,24,12.7,False,packet,500,3,14,17,2024-07-18,2024-07-21,no offer,on-time,5548.799999999999,46.239999999999995,mid,1,1,0,0,0.5,Mixed,-27.492404410011627,1.0102290037834531
1901,parle premium snacks 830,snacks,parle,13.26,0,13.26,4.1,393,32,jaipur,quickstores,99,114,7.2,False,bottle,400,205,19,45,2025-07-14,2026-02-04,flatdiscount,on-time,1511.6399999999999,3.315,mid,0,1,1,0,0.45,Mixed,-93.57306749632767,1.0232433225584974
1902,dailygreens family pack fruits 653,fruits & vegetables,dailygreens,125.43,5,119.16,5.0,240,34,jaipur,localmart,89,48,40.0,False,jar,100,10,17,15,2025-10-14,2025-10-24,cashback,on-time,5719.68,119.16,small,1,1,1,1,1.0,Impulse,86.8513211613974,1.0232433225584974
1903,freshfarm classic fruits 916,fruits & vegetables,freshfarm,313.4,30,219.38,3.8,103,42,jaipur,dailyneeds,138,179,15.3,True,bottle,2000,7,27,56,2025-01-28,2025-02-04,no offer,on-time,39269.02,10.969,bulk,1,1,0,0,0.5,Mixed,-82.79983096828325,1.0232433225584974
1904,nivea lite personal 795,personal care,nivea,626.64,20,501.31,5.0,87,19,delhi,urbanseller,102,212,15.6,False,pouch,200,1152,20,58,2025-03-14,2028-05-09,flatdiscount,on-time,106277.72,250.655,small,0,0,1,1,0.5,Mixed,96.52316142306445,1.014797842636215
1905,pepsi organic beverages 760,beverages,pepsi,263.75,20,211.0,4.4,180,21,chennai,localmart,123,252,37.4,False,can,1500,257,24,88,2023-11-16,2024-07-30,cashback,delayed,53172.0,14.066666666666666,bulk,0,1,1,0,0.45,Mixed,-64.050105227916,1.0102290037834531
1906,dettol premium household 711,household,dettol,545.03,30,381.52,3.7,132,24,hyderabad,dailyneeds,125,40,8.4,False,packet,500,1001,25,34,2023-12-13,2026-09-09,no offer,on-time,15260.8,76.304,mid,0,0,0,0,0.0,Planned,-57.53876439014256,1.0021408233089992
1907,harpic lite household 123,household,harpic,495.21,0,495.21,4.7,366,38,lucknow,localmart,79,73,27.0,False,pouch,400,433,15,32,2024-03-09,2025-05-16,no offer,delayed,36150.33,123.8025,mid,0,0,0,0,0.0,Planned,-31.107057014188307,0.9899610382622132
1908,britannia family pack snacks 488,snacks,britannia,52.2,5,49.59,4.9,550,34,bengaluru,dailyneeds,146,41,6.5,True,jar,750,187,29,28,2025-04-09,2025-10-13,flatdiscount,on-time,2033.19,6.612,bulk,0,1,1,0,0.45,Mixed,-87.181032363716,0.9849458155674083
1909,freshfarm lite fruits 250,fruits & vegetables,freshfarm,49.69,0,49.69,3.5,229,36,lucknow,quickstores,93,1,13.5,True,pouch,100,15,18,16,2024-03-20,2024-04-04,no offer,on-time,49.69,49.69,small,1,1,0,1,0.8,Impulse,-22.082560015862406,0.9899610382622132
1910,p&g fresh personal 51,personal care,p&g,293.69,15,249.64,3.4,321,25,pune,urbanseller,119,449,37.5,False,bottle,1000,1306,23,89,2024-10-20,2028-05-18,flatdiscount,on-time,112088.36,24.964,bulk,0,0,1,0,0.2,Planned,-80.42726376188234,0.9761729157615873
1911,mother dairy lite dairy 385,dairy,mother dairy,197.51,5,187.63,4.4,278,25,bengaluru,sellera,124,178,36.6,False,bottle,750,16,24,48,2025-09-23,2025-10-09,no offer,on-time,33398.14,25.017333333333333,bulk,1,1,0,0,0.5,Mixed,-8.180628706304011,0.9849458155674083
1912,lizol lite household 815,household,lizol,508.95,5,483.5,4.5,189,29,kolkata,sellerb,91,192,8.1,False,bottle,300,1124,18,38,2025-01-20,2028-02-18,flatdiscount,on-time,92832.0,161.16666666666666,mid,0,0,1,0,0.2,Planned,-10.314848424870378,0.9926416683821241
1913,gowardhan fresh dairy 908,dairy,gowardhan,196.82,20,157.46,3.9,170,37,ahmedabad,quickstores,98,71,35.0,False,packet,1000,12,19,42,2025-09-18,2025-09-30,no offer,on-time,11179.66,15.746,bulk,1,1,0,0,0.5,Mixed,-42.20855591894138,1.0225348626452144
